name,category,type,latitude,longitude
,shop,convenience,30.22944625,-97.73599255000002
Metro Mart,shop,convenience,30.21598300912776,-97.73410656510238
Food Mart,shop,convenience,30.21642041828078,-97.7382212458054
Don Juan,amenity,restaurant,30.215979108649567,-97.7355872223964
Valero,shop,convenience,30.185815267741333,-97.81709909694875
All Star Grocery,shop,convenience,30.197134549999998,-97.74364249999999
Sonic,amenity,fast_food,30.192993106095468,-97.73937614521871
Broken Spoke;The Broken Spoke,amenity,restaurant,30.24087160488186,-97.78520851923538
Red Lobster,amenity,restaurant,30.237615304273692,-97.78958311884006
Pluckers Wing Bar,amenity,restaurant,30.236729218242864,-97.79083043122796
Radio East,amenity,cafe,30.207945317632035,-97.71550394160948
Meson Sandwiches,amenity,fast_food,30.207966553182416,-97.72088844481391
Jack in the Box,amenity,fast_food,30.211607164425867,-97.71328745220079
Shell,shop,convenience,30.24773546140959,-97.88866492173963
Sonic,amenity,fast_food,30.243007503544153,-97.88226969993394
Scenic Brook Food Mart,shop,convenience,30.2368904155712,-97.8775591487975
P. Terry's,amenity,fast_food,30.222475000000003,-97.83817300000001
7-Eleven,shop,convenience,30.235497094783433,-97.84032120124287
Taco Cabana,amenity,fast_food,30.23058046281658,-97.79141796677314
Shell,shop,convenience,30.230826752151522,-97.79179494142673
Live Oak,shop,convenience,30.22919350613644,-97.78927791223478
Arby's,amenity,fast_food,30.232347977859572,-97.79574464251813
Long John Silver's,amenity,fast_food,30.230578222654433,-97.78752966521046
Matt's El Rancho,amenity,restaurant,30.245144699666827,-97.77925910136807
Texan Market,shop,convenience,30.231127347979953,-97.787194818413
Hattie B's,amenity,restaurant,30.24576549317824,-97.77818580221688
,shop,convenience,30.203135999999997,-97.77586249999997
Applebee's,amenity,restaurant,30.19282036893597,-97.76744544288502
McDonald's,amenity,fast_food,30.19120404309837,-97.76875015710087
Taco Bell,amenity,fast_food,30.190857345145638,-97.76902280571463
7-Eleven,shop,convenience,30.190596,-97.76926699999999
Burger King,amenity,fast_food,30.17325012905642,-97.82278238093876
Tiger Mart,shop,convenience,30.173201799999994,-97.82319539999997
,amenity,restaurant,30.234656411946876,-97.87911932841143
Onion Creek Food Mart,shop,convenience,30.13898035,-97.79582445
Taqueria Chapala,amenity,restaurant,30.235839255588512,-97.85534627548573
Circle K,shop,convenience,30.235222623640357,-97.86263248254237
Star Stop 38,shop,convenience,30.235520273415677,-97.83921192418393
7-Eleven,shop,convenience,30.22598949749283,-97.7703201356853
H-E-B,shop,supermarket,30.175370333414737,-97.82506870606619
McDonald's,amenity,fast_food,30.174275091287544,-97.82661561581605
,shop,convenience,30.175922499999995,-97.82321100000001
Popeyes,amenity,fast_food,30.17506071631597,-97.82368097690347
Taco Cabana,amenity,fast_food,30.175214130775537,-97.82235881370208
Sonic,amenity,fast_food,30.17552230271884,-97.8234810770091
,amenity,fast_food,30.196708716205077,-97.78586601963096
McDonald's,amenity,fast_food,30.19697511181287,-97.78637361573428
East Braker Lane Food Mart,shop,convenience,30.37476181408501,-97.6723054990911
Whataburger,amenity,fast_food,30.37544212124986,-97.6761608573531
7-Eleven,shop,convenience,30.386800999999995,-97.64938750000002
Sonic,amenity,fast_food,30.387692853348398,-97.65094533571327
Taqueria la Escondida #3,amenity,restaurant,30.22715214777396,-97.78124109509788
Beatniks Market & Cafe,shop,convenience,30.228400539192315,-97.7887997555872
Chick-fil-A,amenity,fast_food,30.220373171439213,-97.75710581993944
7-Eleven,shop,convenience,30.222365338503113,-97.76512783612064
La Catedral del Marisco #3,amenity,restaurant,30.21508425790438,-97.75351650863038
Wendy's,amenity,fast_food,30.22173891704176,-97.76413079058126
Krispy Kreme,amenity,fast_food,30.199692338034396,-97.76682274815653
Buffalo Wild Wings,amenity,restaurant,30.196878048891044,-97.76767977703429
Dimassi's Mediterranean Buffet,amenity,restaurant,30.198076006065754,-97.7655434105653
Trudy's South Star,amenity,restaurant,30.197242515383873,-97.76707511654294
Jack in the Box,amenity,fast_food,30.193375000000003,-97.7783795
Moreno's BBQ,amenity,restaurant,30.215202854637564,-97.7985416331977
El secreto de abuela #2,amenity,restaurant,30.21541850487287,-97.79843439080385
Chick-fil-A,amenity,fast_food,30.232988832903594,-97.82478059784825
H-E-B,shop,supermarket,30.21623970546792,-97.83097884151827
P. Terry's,amenity,fast_food,30.22420234385925,-97.76427048717483
Sonic,amenity,fast_food,30.18841822180917,-97.76685179150873
7-Eleven,shop,convenience,30.187901261548514,-97.76576702904364
Wendy's,amenity,fast_food,30.167542294553165,-97.79432261538999
Panda Express,amenity,fast_food,30.16785110499474,-97.79484696657441
LongHorn Steakhouse,amenity,restaurant,30.155734075229883,-97.79187462664804
Chili's,amenity,restaurant,30.157564007790082,-97.79134184050409
Chick-fil-A,amenity,fast_food,30.16689741266776,-97.792661438938
Taco Bell,amenity,fast_food,30.166050032522357,-97.79167878031164
IHOP,amenity,restaurant,30.16791073147179,-97.78406721210325
Chipotle,amenity,fast_food,30.200519830650283,-97.86399914223794
Wendy's,amenity,fast_food,30.200118980481463,-97.86348302295912
Taco Bell,amenity,fast_food,30.337118495631078,-97.69429548978489
McDonald's,amenity,fast_food,30.336822236197495,-97.69350228520449
Wendy's,amenity,fast_food,30.33370461235566,-97.68707438892953
Walmart Supercenter,shop,supermarket,30.33924686928099,-97.68970952244608
Bill Miller Bar-B-Q,amenity,fast_food,30.329224296547505,-97.65898036134084
Waffle House,amenity,restaurant,30.329177307151078,-97.65788861337138
Costa Del Sol,amenity,restaurant,30.332664661862623,-97.68524828929627
Jack in the Box,amenity,fast_food,30.32920491161348,-97.65834484967375
Silver Medal Boozes and Burgers,amenity,restaurant,30.322795897470282,-97.68267279778969
KFC,amenity,fast_food,30.36159082497682,-97.69739973303321
,shop,convenience,30.3602205,-97.69135800000001
Texaco,shop,convenience,30.359941478700588,-97.69019149851876
Dessau Grocery,shop,convenience,30.351382129775136,-97.67626992889217
Ken's Tacos,amenity,restaurant,30.351664957773828,-97.6759793162146
Club Bar Corona,amenity,bar,30.373794443438197,-97.69054834362268
Tortilleria La Sabrocita,amenity,restaurant,30.357164005892177,-97.68552604708385
La Mexicana Market,shop,supermarket,30.35760463081262,-97.68588575808089
Dessau Food Market,shop,convenience,30.351647028543105,-97.67479197312556
Arby's,amenity,fast_food,30.42111043009129,-97.67125119218211
7-Eleven,shop,convenience,30.423614824787478,-97.67072841790966
Chili's,amenity,restaurant,30.4172598565036,-97.67177501303787
Johnny Carino's,amenity,restaurant,30.41679577919511,-97.67184261221394
Chick-fil-A,amenity,fast_food,30.41421690083174,-97.67210387618547
McDonald's,amenity,fast_food,30.422563421131287,-97.67091232328939
H-E-B,shop,supermarket,30.405353954529645,-97.67178356756615
Fresh Bowl,amenity,restaurant,30.39844228184093,-97.65521510692014
Asadas Grill,amenity,restaurant,30.402646012256465,-97.67200002794267
El Pollo al Carbon,amenity,fast_food,30.208895587542067,-97.7815555122295
Signature Austin,shop,convenience,30.268997480798408,-97.73417835309077
McDonald's,amenity,fast_food,30.388100799999997,-97.64932259999999
Taco Bell,amenity,fast_food,30.3890565425806,-97.65074135734827
,shop,convenience,30.24368598129105,-97.78289982936475
MiniMax,shop,convenience,30.37855253198041,-97.65799418471997
Donn's Texas BBQ,amenity,restaurant,30.232620200000003,-97.8771322
In-N-Out Burger,amenity,fast_food,30.405036340599665,-97.67430354684919
Moloko,amenity,bar,30.273852652167168,-97.7202610494304
Abo Youssef Food Truck,amenity,fast_food,30.284073179598206,-97.71969911104954
Sno.Co Flattop Shaved Ice,amenity,restaurant,30.2844328695241,-97.71748960191876
Mi Casa Market,shop,supermarket,30.377101848987003,-97.65926094709278
P. Terry's,amenity,fast_food,30.317239687500273,-97.70683987257019
Food Mart,shop,convenience,30.186490499999998,-97.81658299999998
Speedy Stop,shop,convenience,30.367875136536465,-97.61410812163494
Circle K,shop,convenience,30.36933994771963,-97.61372475023656
In-N-Out Burger,amenity,fast_food,30.23870920302054,-97.78882297810304
Burger King,amenity,fast_food,30.21345338353374,-97.71083275734055
Popeyes,amenity,fast_food,30.21389528765426,-97.710636270005
Patrizi's,amenity,restaurant,30.283874078754813,-97.71726854524223
The Butterfly Bar @ The VORTEX,amenity,bar,30.28372299080582,-97.7174136218503
QMart,shop,convenience,30.28614126819244,-97.66388969343475
FlyRite Chicken,amenity,fast_food,30.34092441929234,-97.73845187991817
Via313,amenity,restaurant,30.26222105000472,-97.72314137798695
Kuali Tlakuali,amenity,restaurant,30.26252435,-97.7241403
Burpy Market,shop,convenience,30.204798963808283,-97.71640108318694
Buddy's Market,shop,convenience,30.346475751477122,-97.67650634787026
La Frontera,amenity,restaurant,30.395151431915437,-97.84749735606681
Popeyes,amenity,fast_food,30.2301606,-97.7905398
Summer Moon Coffee,amenity,cafe,30.421784577816986,-97.84597841449062
Chicken Express,amenity,fast_food,30.42126565669656,-97.84615652123237
Freebirds,amenity,fast_food,30.42230253998661,-97.84570498124138
Halal Hub,amenity,restaurant,30.24160104775561,-97.75982297112868
Starbucks,amenity,cafe,30.26122572147606,-97.75795169553854
Starbucks,amenity,cafe,30.44805918881469,-97.79170905765989
Reale's Italian Cafe,amenity,restaurant,30.446319700000004,-97.7911584
Moonie's Burger House,amenity,fast_food,30.447797750604256,-97.79250881569183
Rosen's Bagels,amenity,cafe,30.26814192008072,-97.74751787079784
Primespot # 23,shop,convenience,30.47606539590444,-97.79352420565979
Burger King,amenity,fast_food,30.441254210664855,-97.66333258210517
Wingstop,amenity,fast_food,30.442304299096666,-97.66366393932304
Domino's,amenity,fast_food,30.44227531115412,-97.66360142673338
Subway,amenity,fast_food,30.44205807913453,-97.6630704572605
Panda Express,amenity,fast_food,30.406829535216524,-97.67260356402225
Shake Shack,amenity,fast_food,30.39900684825481,-97.72584155461702
Shore Raw Bar & Grill,amenity,restaurant,30.249674124513753,-97.8951906294325
Cedar Door,amenity,restaurant,30.26408027505952,-97.74252306423703
Ellis,amenity,bar,30.264031927991496,-97.74404789381377
Veracruz All Natural,amenity,restaurant,30.26306905378963,-97.71370787540111
H-E-B,shop,supermarket,30.168793362509668,-97.78707054143648
Simon's Burger,amenity,fast_food,30.28503841886483,-97.68345919389095
P. Terry's,amenity,fast_food,30.414582696470095,-97.70527317686059
Provision,amenity,restaurant,30.400081485821136,-97.73921536802607
Carrabba's Italian Grill,amenity,restaurant,30.414809448572424,-97.74706745900923
Midtown Grocery,shop,convenience,30.33941955,-97.71825464999999
MT Supermarket,shop,supermarket,30.378001159889003,-97.68593432846895
Wells Branch Food Mart,shop,convenience,30.4395934,-97.69741975000001
Taco Bell,amenity,fast_food,30.439337942083807,-97.6971402308046
CAVA,amenity,restaurant,30.39339165,-97.72669489999998
JuiceLand,amenity,fast_food,30.2364349,-97.82155105000001
Foodie's,shop,convenience,30.246155109691376,-97.88810734318695
Circle K,shop,convenience,30.14012249215212,-97.79720724868695
Starbucks,amenity,cafe,30.390868816547965,-97.72227021270854
Panera Bread,amenity,fast_food,30.414670989722485,-97.6742711781082
7-Eleven,shop,convenience,30.380860199999997,-97.68585145
,shop,convenience,30.375373834672782,-97.67362889650481
7-Eleven,shop,convenience,30.3211546,-97.7148701
Domino's,amenity,fast_food,30.19211014115557,-97.73855623325802
,shop,convenience,30.178980071005217,-97.74664101826335
JD's Super Market,shop,supermarket,30.290516524212133,-97.62957535728373
,shop,convenience,30.291024400000005,-97.6288599
Supermercado Mexicano,shop,supermarket,30.370424694656663,-97.69166116667941
McDonald's,amenity,fast_food,30.23571114183454,-97.72413060341552
QuikTrip,shop,convenience,30.404524404709594,-97.66479382891802
Apple Mart,shop,convenience,30.23165878014633,-97.72025496945629
Dos Salsas Tex-Mex,amenity,restaurant,30.39695332869837,-97.71937151966992
H Mart,shop,supermarket,30.479534359403342,-97.79899464191624
Soup Peddler,amenity,cafe,30.276869700626122,-97.75199881737451
Summer Moon Coffee,amenity,cafe,30.414771479995412,-97.67212959464968
P. Terry's,amenity,fast_food,30.415828307483974,-97.67213426140349
Lost Creek Food Park,amenity,restaurant,30.284873492086586,-97.82801002072576
Taquito Aviles,amenity,restaurant,30.3814134,-97.68746639999999
The Continental Club,amenity,bar,30.25050048133458,-97.749034470502
Maha Market,shop,convenience,30.218862067974595,-97.79562319541137
Carousel Lounge,amenity,bar,30.30990994635624,-97.70821203081238
,amenity,restaurant,30.266113614861144,-97.74059893417451
QuikTrip,shop,convenience,30.432840233213568,-97.65393508582088
Manna Korean Restaurant,amenity,restaurant,30.336459417870756,-97.72097594195561
99 Ranch Market,shop,supermarket,30.337899808993864,-97.71781336194113
Tinnin Food Mart,shop,supermarket,30.24138533954961,-97.72691366822589
H-E-B,shop,supermarket,30.22686826551024,-97.88765396807267
Better Days,amenity,bar,30.2681460672991,-97.73680454373418
Hoboken Pie,amenity,restaurant,30.268213185905704,-97.73678924024664
Simona's Coffee + Cocktails,amenity,cafe,30.238164117186024,-97.75610626701696
Parkside,amenity,restaurant,30.20233234429933,-97.66296709944984
Caffè Medici,amenity,cafe,30.202393948349613,-97.66335573940181
Jugo,amenity,fast_food,30.20223467475517,-97.66372555882151
The Austin Chronicle,shop,convenience,30.20223597523871,-97.66362339134103
EJE Travel Retail,shop,convenience,30.202235383252102,-97.66392271657968
Salvation Pizza,amenity,restaurant,30.202386969176054,-97.66402452230739
24 Diner,amenity,restaurant,30.202409394891927,-97.6642863463245
I Vini,amenity,bar,30.202185165194237,-97.67056034977418
Rock House Bar and Trailer Park,amenity,bar,30.402593929487836,-97.85520246874172
Texaco,shop,convenience,30.210473994361458,-97.66748063620294
Subway,amenity,fast_food,30.210742103845742,-97.66732752653093
Whataburger,amenity,fast_food,30.210973852331303,-97.66707469468273
DeSano Pizzeria Napoletana,amenity,restaurant,30.266252420768172,-97.74585850788301
Red Ash,amenity,restaurant,30.265686000000002,-97.74467874999999
Punch Bowl Social,amenity,restaurant,30.2677726677402,-97.74338116386687
Cuatro Gato,amenity,cafe,30.26622200323241,-97.745170719608
Wax Myrtle's Club & Pool,amenity,restaurant,30.26679567582992,-97.74110422385584
Gina's on Congress,amenity,restaurant,30.265903895334258,-97.74394708106028
La Piscina Ceviches & Fajitas,amenity,restaurant,30.266291150000004,-97.75026945
Starbucks,amenity,cafe,30.213274290250695,-97.65820071571376
H-E-B,shop,supermarket,30.283520939364305,-97.77597996622265
Austin's Habibi,amenity,restaurant,30.26949605,-97.75292574999999
Super Burrito,amenity,restaurant,30.269497787495215,-97.75270603052614
Saxon Pub,amenity,bar,30.253535570086584,-97.7635707034433
Tiki Tatsu-ya,amenity,bar,30.25389665521405,-97.76333465755724
Odd Duck,amenity,restaurant,30.254662350000007,-97.76199014999999
Sprouts Farmers Market,shop,supermarket,30.23796743804143,-97.79305257410124
,amenity,restaurant,30.29665025,-97.7078191
Conscious Cravings,amenity,restaurant,30.296505580496326,-97.70765192122758
Veracruz All Natural,amenity,restaurant,30.2964296,-97.70769964999998
Streamway Coffee,amenity,cafe,30.29640555,-97.70778295
The Stone House,amenity,restaurant,30.296667081697606,-97.7077171149154
Eggman,amenity,restaurant,30.296615149999994,-97.70766280000002
P. Terry's,amenity,fast_food,30.222143218397612,-97.67462855617967
,shop,convenience,30.388712900148036,-97.61952063345493
Burro Cheese Kitchen,amenity,fast_food,30.273925199999997,-97.73657829999999
JD's Supermarket,shop,supermarket,30.344146438501564,-97.67732261507928
QuikTrip,shop,convenience,30.182724291749572,-97.68889018439401
Waffle House,amenity,restaurant,30.388033433666653,-97.64849258632466
,amenity,restaurant,30.263181448192583,-97.72595847058369
Jad Mediterranean Halal Grill,amenity,restaurant,30.26297949266884,-97.72594957091404
Madrasdhaba,amenity,restaurant,30.2630759083143,-97.72602597856512
Hula Hut,amenity,restaurant,30.29468829720974,-97.78443010964772
Thai-Licious,amenity,fast_food,30.25337425,-97.71308345
Wanderlust,amenity,fast_food,30.253434399999996,-97.71304559999999
R&B's Steak and Fries,amenity,fast_food,30.25340655,-97.7129783
Hippie PicNik,amenity,fast_food,30.2534054,-97.71290130000001
Eritrea-Ethiopia,amenity,fast_food,30.25322293233746,-97.71299600139295
,amenity,fast_food,30.395934515553336,-97.72642027941222
,amenity,fast_food,30.395902503953607,-97.72650757302968
Del Valle Market,shop,convenience,30.203302251513566,-97.64301042523722
Whataburger,amenity,fast_food,30.385807734535504,-97.64773034791367
Airport Xpress Market,shop,convenience,30.21031765,-97.65176459999998
El Michoacano,amenity,restaurant,30.21151108383225,-97.65493192930722
Circle K,shop,convenience,30.182882351763332,-97.84959730473281
7-Eleven,shop,convenience,30.19950652668069,-97.86262258276531
Cedar Street Courtyard,amenity,bar,30.266986299999996,-97.74525045
Valero,shop,convenience,30.241707583903526,-97.8811230421169
Star Stop,shop,convenience,30.231714137783175,-97.80102152170643
,shop,convenience,30.32990096730394,-97.72901512967879
Taqueria Torres,amenity,fast_food,30.330015999999997,-97.72905805
CEFCO,amenity,fuel,30.477530330170833,-97.76426335138207
Snack Time 2,shop,convenience,30.398220099896115,-97.65377673098382
the side bar,amenity,bar,30.267518649999996,-97.73638790000001
Sunrise Food Mart,shop,convenience,30.22919244409136,-97.78834117337571
Circle K,shop,convenience,30.396787085709533,-97.84817472062522
Thai Thani,amenity,restaurant,30.283836360588495,-97.71967348842534
,amenity,restaurant,30.209821506580326,-97.78733354677925
71 Hill,shop,convenience,30.25016067339124,-97.89328448049218
QuikTrip,shop,convenience,30.398339061085323,-97.67114404313715
Dutch Bros. Coffee,amenity,cafe,30.385390399569946,-97.64678552006156
Chuck E. Cheese,amenity,restaurant,30.15813060141091,-97.78895490631105
969 Xpress,shop,convenience,30.277060569029288,-97.63650311020125
Sonic,amenity,fast_food,30.27666291461396,-97.63627280364466
Golden Corral,amenity,restaurant,30.18429165992867,-97.77587249681048
7-Eleven,shop,convenience,30.29827751731599,-97.68669174883243
,shop,convenience,30.20498325,-97.64128239999997
QuikTrip,shop,convenience,30.28456320440335,-97.66417488913962
Buddy's Burger,amenity,restaurant,30.34604281463181,-97.67668718710782
Irene's,amenity,restaurant,30.269815649999998,-97.75116279999999
Wingstop,amenity,fast_food,30.286892125167356,-97.74195131885635
1972 Pub,amenity,restaurant,30.289899948369293,-97.74162593475312
7-Eleven,shop,convenience,30.287063687445134,-97.74192976622275
Phở Tháisơn,amenity,restaurant,30.282497106592306,-97.7423513895565
CoCo's Cafe,amenity,cafe,30.282567538011886,-97.74234529947832
1914 Poke Bowl,amenity,restaurant,30.282638109323607,-97.7424442700109
China Family,amenity,restaurant,30.28264443235117,-97.74254661076155
K-Bop,amenity,restaurant,30.282894554277604,-97.74233895323489
Minimax,shop,convenience,30.40865789643309,-97.64830921259498
Royal Blue Grocery,shop,convenience,30.26832510038593,-97.74230117223995
7-Eleven,shop,convenience,30.268448077143464,-97.74225119084922
The Hideout Coffee House,amenity,cafe,30.268555011599513,-97.7421655607358
,amenity,restaurant,30.243810749999998,-97.72829534999998
,shop,convenience,30.243680150302264,-97.72845236938561
allday,amenity,restaurant,30.26246539351129,-97.72352901457579
Popeyes,amenity,fast_food,30.387411714086127,-97.6503290692478
Discover Food Mart,shop,convenience,30.333338449629892,-97.70468738308892
Stassney Foodmart,shop,convenience,30.196890446189208,-97.76153887934925
La Mexicana Supermercado,shop,supermarket,30.188605153104508,-97.7634271131641
DQ Grill & Chill,amenity,fast_food,30.409356465000343,-97.85217860707274
Panda Express,amenity,fast_food,30.40877502051414,-97.85228325712608
Starbucks,amenity,cafe,30.410041212144876,-97.85162875849758
Chevron,shop,convenience,30.28429458136297,-97.66057298393277
H-E-B,shop,supermarket,30.23873210916213,-97.75465607639295
Cooper's Old Time Pit Bar-B-Que,amenity,restaurant,30.264935935003965,-97.74362928008073
Little Woodrow's,amenity,bar,30.269801363351842,-97.74804788317456
OneTaco Taquería,amenity,fast_food,30.26984235152798,-97.74819391849648
Devil May Care,amenity,bar,30.269604014238624,-97.74756829603106
Pop,amenity,bar,30.270170844569904,-97.74925728446595
Play on West 6th,amenity,bar,30.270144592972038,-97.74916866452024
P. Thai's Khao Man Gai & Noodles,amenity,restaurant,30.308743811792596,-97.7153228762594
Wing Daddy's Sauce House,amenity,fast_food,30.157637694063435,-97.78940117894193
QuikTrip,shop,convenience,30.217212468525,-97.7679620460276
Taco Shack,amenity,fast_food,30.314527242973348,-97.7420321669595
Circle K,shop,convenience,30.18955016589083,-97.76710058559381
P. Terry's,amenity,fast_food,30.171692374420246,-97.78405056740465
JewBoy Sliders,amenity,fast_food,30.26438933485502,-97.73082823396989
Buford's,amenity,bar,30.27031903009341,-97.74968056710338
QuikTrip,shop,convenience,30.4746858160357,-97.81162965829135
Victory Lap,amenity,bar,30.28796163900906,-97.74269598021178
Thai Kitchen,amenity,restaurant,30.29672023114157,-97.74163896566027
QuikTrip,shop,convenience,30.34527515,-97.58240435000002
Via 313,amenity,restaurant,30.270107643956173,-97.74845848673448
Típicos Hondureños,amenity,restaurant,30.19739210000001,-97.74370775000001
La Morelina,shop,supermarket,30.193579800476243,-97.74416500647591
El Pollo Sabroso,amenity,fast_food,30.193587817388114,-97.74400277014495
,shop,convenience,30.225461051817742,-97.70366431756615
Komé,amenity,restaurant,30.31402048854088,-97.71451288192216
Flores Mexican Restaurant,amenity,restaurant,30.22306633759943,-97.84279902233145
J Carver’s Oyster Bar & Chophouse,amenity,restaurant,30.269520898079897,-97.74944123195479
,amenity,restaurant,30.312383954828796,-97.69283219039347
,amenity,bar,30.25828087941817,-97.72617979224313
Georgian Market,shop,convenience,30.343462199367362,-97.69826563296972
Asado's Taqueria,amenity,restaurant,30.34392765,-97.73896064999998
The Black Forest,amenity,restaurant,30.221444678620927,-97.6615260438559
Flitch Coffee,amenity,cafe,30.257832050000005,-97.70576389999998
Pueblo Viejo Tillery,amenity,restaurant,30.25786809767283,-97.70580246666667
Taqueria Fenix,amenity,restaurant,30.25429112144094,-97.70478779247583
