h3,noise_311
89489e3501bffff,1093
89489e35023ffff,40
89489e35027ffff,36
89489e3502bffff,12
89489e3502fffff,28
89489e35033ffff,25
89489e35037ffff,26
89489e3503bffff,10
89489e35043ffff,31
89489e35047ffff,13
89489e3504bffff,49
89489e3504fffff,18
89489e35053ffff,166
89489e35057ffff,36
89489e3505bffff,23
89489e35067ffff,4
89489e3506fffff,1
89489e35073ffff,34
89489e35083ffff,26
89489e35087ffff,13
89489e3508bffff,35
89489e3508fffff,74
89489e35093ffff,108
89489e35097ffff,6
89489e3509bffff,55
89489e350a3ffff,32
89489e350a7ffff,79
89489e350abffff,9
89489e350afffff,37
89489e350b3ffff,99
89489e350b7ffff,33
89489e350bbffff,54
89489e350c3ffff,49
89489e350c7ffff,515
89489e350cbffff,164
89489e350cfffff,619
89489e350d3ffff,20
89489e350d7ffff,32
89489e350dbffff,131
89489e35103ffff,175
89489e35107ffff,190
89489e3510bffff,5
89489e3510fffff,174
89489e35113ffff,9
89489e35117ffff,74
89489e3511bffff,13
89489e35123ffff,45
89489e35127ffff,28
89489e3512bffff,40
89489e3512fffff,17
89489e35133ffff,108
89489e35137ffff,19
89489e3513bffff,84
89489e35143ffff,13
89489e35147ffff,8
89489e3514bffff,7
89489e3514fffff,158
89489e35153ffff,3
89489e35157ffff,6
89489e3515bffff,2
89489e35163ffff,54
89489e35167ffff,19
89489e3516bffff,4
89489e3516fffff,8
89489e35173ffff,13
89489e35177ffff,17
89489e3517bffff,53
89489e35183ffff,18
89489e35187ffff,17
89489e3518bffff,13
89489e3518fffff,13
89489e35193ffff,53
89489e35197ffff,2
89489e3519bffff,57
89489e351a3ffff,65
89489e351a7ffff,74
89489e351abffff,24
89489e351afffff,4
89489e351b3ffff,44
89489e351b7ffff,8
89489e351bbffff,429
89489e351c3ffff,78
89489e351c7ffff,12
89489e351cbffff,11
89489e351cfffff,2
89489e351d3ffff,70
89489e351d7ffff,62
89489e351dbffff,13
89489e35203ffff,6
89489e35207ffff,8
89489e3520fffff,28
89489e35213ffff,12
89489e35217ffff,4
89489e3521bffff,8
89489e35223ffff,3
89489e35227ffff,33
89489e3522fffff,43
89489e35233ffff,17
89489e35237ffff,10
89489e3523bffff,1
89489e35243ffff,56
89489e3524fffff,5
89489e35253ffff,31
89489e35257ffff,7
89489e3525bffff,2
89489e35273ffff,1
89489e35277ffff,1
89489e3527bffff,1
89489e35283ffff,66
89489e35287ffff,20
89489e3528fffff,5
89489e35297ffff,13
89489e3529bffff,18
89489e352a3ffff,6
89489e352abffff,2
89489e352afffff,1
89489e352b3ffff,16
89489e352b7ffff,50
89489e352bbffff,11
89489e352c3ffff,7
89489e352cbffff,19
89489e352cfffff,13
89489e35303ffff,8
89489e35307ffff,8
89489e3530bffff,6
89489e3530fffff,3
89489e35313ffff,5
89489e3531bffff,35
89489e35323ffff,16
89489e35327ffff,2
89489e3532bffff,14
89489e3532fffff,22
89489e35333ffff,15
89489e35337ffff,13
89489e3533bffff,9
89489e35343ffff,46
89489e35347ffff,9
89489e3534bffff,40
89489e3534fffff,73
89489e35353ffff,6
89489e35357ffff,83
89489e3535bffff,4
89489e35363ffff,56
89489e35367ffff,37
89489e3536bffff,37
89489e3536fffff,18
89489e35373ffff,6
89489e35377ffff,3
89489e3537bffff,5
89489e35383ffff,5
89489e35387ffff,5
89489e3538fffff,11
89489e35393ffff,17
89489e35397ffff,19
89489e3539bffff,8
89489e353a3ffff,34
89489e353a7ffff,4
89489e353abffff,12
89489e353afffff,21
89489e353b3ffff,62
89489e353b7ffff,24
89489e353bbffff,6
89489e353c3ffff,16
89489e353c7ffff,3
89489e353cbffff,5
89489e353cfffff,16
89489e353d3ffff,5
89489e353d7ffff,3
89489e353dbffff,2
89489e35403ffff,114
89489e35407ffff,93
89489e3540bffff,3
89489e3540fffff,11
89489e35413ffff,36
89489e35417ffff,19
89489e3541bffff,39
89489e35423ffff,65
89489e35427ffff,157
89489e3542bffff,26
89489e3542fffff,42
89489e35433ffff,103
89489e35437ffff,75
89489e3543bffff,13
89489e35443ffff,78
89489e35447ffff,28
89489e3544bffff,13
89489e3544fffff,7
89489e35457ffff,22
89489e3545bffff,4
89489e35463ffff,6
89489e35467ffff,47
89489e3546bffff,34
89489e3546fffff,12
89489e35473ffff,16
89489e35477ffff,26
89489e3547bffff,49
89489e35487ffff,12
89489e3548bffff,2
89489e3548fffff,33
89489e35493ffff,6
89489e354a3ffff,15
89489e354a7ffff,35
89489e354abffff,16
89489e354afffff,34
89489e354b3ffff,69
89489e354b7ffff,57
89489e354bbffff,7
89489e354cfffff,9
89489e354d3ffff,3
89489e354dbffff,12
89489e35503ffff,20
89489e35507ffff,114
89489e3550bffff,24
89489e3550fffff,415
89489e35513ffff,10
89489e35517ffff,75
89489e3551bffff,32
89489e35523ffff,1
89489e35527ffff,7
89489e3552bffff,25
89489e3552fffff,2
89489e35533ffff,22
89489e35537ffff,6
89489e3553bffff,26
89489e35543ffff,9
89489e35547ffff,51
89489e3554bffff,28
89489e3554fffff,15
89489e35553ffff,15
89489e35557ffff,24
89489e3555bffff,9
89489e35563ffff,30
89489e35567ffff,14
89489e3556bffff,64
89489e3556fffff,13
89489e35573ffff,32
89489e35577ffff,39
89489e3557bffff,125
89489e35583ffff,270
89489e35587ffff,147
89489e3558bffff,58
89489e3558fffff,4
89489e35593ffff,375
89489e35597ffff,251
89489e3559bffff,30
89489e355a3ffff,52
89489e355a7ffff,34
89489e355abffff,14
89489e355afffff,59
89489e355b3ffff,118
89489e355b7ffff,69
89489e355bbffff,299
89489e355c3ffff,79
89489e355c7ffff,28
89489e355cbffff,9
89489e355cfffff,29
89489e355d3ffff,323
89489e355d7ffff,110
89489e355dbffff,123
89489e3560fffff,1
89489e35613ffff,12
89489e35617ffff,97
89489e3561bffff,3
89489e35623ffff,43
89489e35627ffff,5
89489e3562bffff,1
89489e3562fffff,6
89489e35633ffff,16
89489e35637ffff,15
89489e3563bffff,8
89489e35653ffff,1
89489e35657ffff,2
89489e35667ffff,1
89489e35677ffff,3
89489e35683ffff,4
89489e35687ffff,7
89489e3568bffff,3
89489e3568fffff,7
89489e35697ffff,18
89489e3569bffff,5
89489e356a3ffff,2
89489e356a7ffff,10
89489e356afffff,25
89489e356b3ffff,12
89489e356b7ffff,30
89489e356bbffff,7
89489e356c7ffff,5
89489e356cfffff,5
89489e356d7ffff,8
89489e35803ffff,40
89489e35807ffff,4
89489e3580bffff,8
89489e3580fffff,15
89489e35813ffff,10
89489e35817ffff,37
89489e3581bffff,40
89489e35823ffff,8
89489e35827ffff,4
89489e3582bffff,16
89489e3582fffff,51
89489e35833ffff,47
89489e35837ffff,13
89489e3583bffff,7
89489e35843ffff,34
89489e35847ffff,9
89489e3584bffff,61
89489e3584fffff,2
89489e35853ffff,19
89489e35857ffff,26
89489e3585bffff,89
89489e35863ffff,6
89489e35867ffff,10
89489e3586bffff,36
89489e3586fffff,6
89489e35873ffff,2
89489e35877ffff,6
89489e3587bffff,10
89489e35883ffff,45
89489e35887ffff,60
89489e3588bffff,16
89489e3588fffff,73
89489e35893ffff,28
89489e35897ffff,63
89489e3589bffff,14
89489e358a3ffff,4
89489e358a7ffff,3
89489e358abffff,16
89489e358afffff,5
89489e358b3ffff,7
89489e358b7ffff,3
89489e358bbffff,47
89489e358c3ffff,50
89489e358c7ffff,8
89489e358cbffff,55
89489e358cfffff,9
89489e358d3ffff,97
89489e358d7ffff,6
89489e358dbffff,28
89489e35903ffff,8
89489e3590bffff,20
89489e3590fffff,52
89489e3591bffff,1
89489e35923ffff,2
89489e35927ffff,1
89489e3592bffff,1
89489e3592fffff,1
89489e35937ffff,2
89489e3593bffff,12
89489e35943ffff,2
89489e35947ffff,5
89489e3594bffff,8
89489e3594fffff,3
89489e35953ffff,4
89489e35957ffff,1
89489e3595bffff,12
89489e35963ffff,111
89489e35967ffff,41
89489e3596bffff,3
89489e3596fffff,122
89489e35973ffff,10
89489e35977ffff,12
89489e3597bffff,8
89489e35983ffff,4
89489e3598bffff,1
89489e3598fffff,6
89489e35993ffff,25
89489e3599bffff,17
89489e359a3ffff,1
89489e359a7ffff,1
89489e359abffff,4
89489e359afffff,2
89489e359b3ffff,4
89489e359b7ffff,1
89489e359bbffff,13
89489e359c3ffff,1
89489e359cbffff,8
89489e359cfffff,3
89489e359d3ffff,2
89489e359d7ffff,1
89489e35a03ffff,5
89489e35a07ffff,14
89489e35a0bffff,36
89489e35a0fffff,6
89489e35a13ffff,52
89489e35a17ffff,30
89489e35a1bffff,82
89489e35a23ffff,32
89489e35a27ffff,517
89489e35a2bffff,50
89489e35a2fffff,9
89489e35a33ffff,955
89489e35a37ffff,16
89489e35a3bffff,21
89489e35a43ffff,36
89489e35a47ffff,57
89489e35a4bffff,68
89489e35a4fffff,155
89489e35a53ffff,10
89489e35a57ffff,17
89489e35a5bffff,1
89489e35a63ffff,5
89489e35a67ffff,19
89489e35a6bffff,43
89489e35a6fffff,8
89489e35a73ffff,19
89489e35a77ffff,15
89489e35a7bffff,54
89489e35a83ffff,6
89489e35a87ffff,15
89489e35a8bffff,4
89489e35a8fffff,10
89489e35a93ffff,24
89489e35a97ffff,18
89489e35a9bffff,28
89489e35aa3ffff,44
89489e35aa7ffff,13
89489e35aabffff,58
89489e35aafffff,9
89489e35ab3ffff,39
89489e35ab7ffff,8
89489e35abbffff,80
89489e35ac3ffff,22
89489e35ac7ffff,37
89489e35acbffff,5
89489e35acfffff,23
89489e35ad3ffff,22
89489e35ad7ffff,1
89489e35adbffff,27
89489e35b03ffff,20
89489e35b07ffff,281
89489e35b0bffff,12
89489e35b0fffff,43
89489e35b13ffff,65
89489e35b17ffff,12
89489e35b1bffff,17
89489e35b23ffff,2
89489e35b27ffff,2
89489e35b2bffff,16
89489e35b2fffff,2
89489e35b33ffff,90
89489e35b37ffff,4
89489e35b3bffff,6
89489e35b43ffff,4
89489e35b47ffff,8
89489e35b4bffff,16
89489e35b4fffff,14
89489e35b53ffff,30
89489e35b57ffff,72
89489e35b5bffff,34
89489e35b63ffff,19
89489e35b67ffff,16
89489e35b6bffff,10
89489e35b6fffff,11
89489e35b73ffff,7
89489e35b77ffff,36
89489e35b7bffff,15
89489e35b83ffff,38
89489e35b87ffff,14
89489e35b8bffff,27
89489e35b8fffff,19
89489e35b93ffff,543
89489e35b97ffff,12
89489e35b9bffff,6
89489e35ba7ffff,4
89489e35babffff,7
89489e35bafffff,18
89489e35bb3ffff,1
89489e35bb7ffff,3
89489e35bbbffff,4
89489e35bc3ffff,5
89489e35bc7ffff,9
89489e35bcbffff,6
89489e35bcfffff,10
89489e35bd3ffff,11
89489e35bd7ffff,15
89489e35bdbffff,4
89489e35c07ffff,22
89489e35c0bffff,11
89489e35c0fffff,4
89489e35c13ffff,2
89489e35c17ffff,5
89489e35c1bffff,14
89489e35c23ffff,25
89489e35c27ffff,1
89489e35c2bffff,6
89489e35c2fffff,4
89489e35c33ffff,8
89489e35c37ffff,7
89489e35c3bffff,14
89489e35c43ffff,61
89489e35c47ffff,16
89489e35c4bffff,4
89489e35c4fffff,14
89489e35c53ffff,17
89489e35c57ffff,29
89489e35c5bffff,40
89489e35c63ffff,52
89489e35c67ffff,4
89489e35c6bffff,14
89489e35c6fffff,23
89489e35c73ffff,24
89489e35c77ffff,15
89489e35c7bffff,13
89489e35c83ffff,26
89489e35c87ffff,7
89489e35c8bffff,76
89489e35c8fffff,8
89489e35c93ffff,110
89489e35c97ffff,21
89489e35c9bffff,41
89489e35ca3ffff,11
89489e35ca7ffff,12
89489e35cabffff,9
89489e35cafffff,5
89489e35cb3ffff,6
89489e35cb7ffff,12
89489e35cbbffff,11
89489e35cc3ffff,64
89489e35cc7ffff,60
89489e35ccbffff,92
89489e35ccfffff,23
89489e35cd3ffff,144
89489e35cd7ffff,142
89489e35cdbffff,25
89489e35d0bffff,8
89489e35d0fffff,1
89489e35d23ffff,1
89489e35d2bffff,3
89489e35d37ffff,2
89489e35d3bffff,2
89489e35d43ffff,17
89489e35d47ffff,5
89489e35d4bffff,1
89489e35d4fffff,13
89489e35d53ffff,1
89489e35d57ffff,10
89489e35d5bffff,3
89489e35d63ffff,2
89489e35d67ffff,1
89489e35d6fffff,3
89489e35d73ffff,8
89489e35d77ffff,6
89489e35d7bffff,1
89489e35d87ffff,7
89489e35d8fffff,1
89489e35da3ffff,1
89489e35da7ffff,2
89489e35dabffff,1
89489e35dafffff,2
89489e35db3ffff,1
89489e35db7ffff,4
89489e35dbbffff,3
89489e35dc3ffff,32
89489e35dc7ffff,4
89489e35dcfffff,49
89489e35dd3ffff,9
89489e35ddbffff,5
89489e35e03ffff,18
89489e35e07ffff,18
89489e35e0bffff,16
89489e35e0fffff,7
89489e35e13ffff,14
89489e35e17ffff,37
89489e35e1bffff,19
89489e35e23ffff,3
89489e35e27ffff,6
89489e35e2bffff,28
89489e35e2fffff,2
89489e35e33ffff,54
89489e35e37ffff,8
89489e35e3bffff,34
89489e35e43ffff,206
89489e35e47ffff,49
89489e35e4bffff,14
89489e35e4fffff,7
89489e35e53ffff,74
89489e35e57ffff,38
89489e35e5bffff,34
89489e35e63ffff,15
89489e35e67ffff,11
89489e35e6bffff,37
89489e35e6fffff,21
89489e35e73ffff,8
89489e35e77ffff,43
89489e35e7bffff,3
89489e35e83ffff,6
89489e35e87ffff,14
89489e35e8bffff,42
89489e35e8fffff,10
89489e35e93ffff,48
89489e35e97ffff,7
89489e35e9bffff,198
89489e35ea3ffff,47
89489e35ea7ffff,35
89489e35eabffff,29
89489e35eafffff,40
89489e35eb3ffff,13
89489e35eb7ffff,12
89489e35ebbffff,40
89489e35ec3ffff,32
89489e35ec7ffff,7
89489e35ecbffff,57
89489e35ecfffff,119
89489e35ed3ffff,8
89489e35ed7ffff,4
89489e35edbffff,25
89489e36003ffff,16
89489e36007ffff,88
89489e3600bffff,9
89489e3600fffff,1
89489e36013ffff,13
89489e36017ffff,12
89489e3601bffff,8
89489e36023ffff,44
89489e36027ffff,1
89489e3602bffff,28
89489e3602fffff,1
89489e36033ffff,24
89489e3603bffff,12
89489e36043ffff,27
89489e36047ffff,16
89489e3604bffff,13
89489e3604fffff,5
89489e36053ffff,3
89489e36057ffff,16
89489e3605bffff,28
89489e36063ffff,1
89489e36067ffff,1
89489e3606bffff,2
89489e3606fffff,1
89489e36073ffff,26
89489e36077ffff,8
89489e3607bffff,2
89489e36083ffff,11
89489e36087ffff,5
89489e3608bffff,12
89489e3608fffff,11
89489e36093ffff,3
89489e36097ffff,62
89489e3609bffff,3
89489e360abffff,36
89489e360b3ffff,2
89489e360bbffff,22
89489e360c3ffff,17
89489e360c7ffff,58
89489e360cbffff,6
89489e360cfffff,27
89489e360d3ffff,5
89489e360dbffff,14
89489e36123ffff,5
89489e36127ffff,2
89489e3612fffff,2
89489e36137ffff,3
89489e36143ffff,1
89489e3614bffff,4
89489e3615bffff,1
89489e36163ffff,13
89489e36173ffff,5
89489e36177ffff,1
89489e36187ffff,16
89489e3618fffff,8
89489e36197ffff,11
89489e361a3ffff,1
89489e361a7ffff,2
89489e361abffff,1
89489e361b7ffff,1
89489e36203ffff,9
89489e36207ffff,85
89489e3620bffff,11
89489e3620fffff,36
89489e36213ffff,4
89489e36217ffff,12
89489e3621bffff,2
89489e36223ffff,15
89489e36227ffff,40
89489e3622bffff,10
89489e3622fffff,22
89489e36233ffff,12
89489e36237ffff,51
89489e3623bffff,29
89489e36243ffff,49
89489e36247ffff,41
89489e3624bffff,29
89489e3624fffff,22
89489e36253ffff,42
89489e36257ffff,30
89489e3625bffff,65
89489e36263ffff,8
89489e36267ffff,57
89489e3626bffff,19
89489e3626fffff,10
89489e36273ffff,50
89489e36277ffff,16
89489e3627bffff,47
89489e36283ffff,15
89489e36287ffff,17
89489e3628fffff,70
89489e36293ffff,13
89489e36297ffff,6
89489e3629bffff,6
89489e362a3ffff,7
89489e362a7ffff,38
89489e362abffff,19
89489e362afffff,8
89489e362b3ffff,3
89489e362b7ffff,11
89489e362bbffff,19
89489e362c3ffff,17
89489e362c7ffff,78
89489e362cbffff,87
89489e362cfffff,6
89489e362d3ffff,49
89489e362d7ffff,30
89489e362dbffff,71
89489e3630fffff,1
89489e36317ffff,1
89489e36323ffff,1
89489e3632bffff,2
89489e3632fffff,11
89489e36343ffff,22
89489e36347ffff,1
89489e3634bffff,32
89489e3634fffff,8
89489e36353ffff,90
89489e3635bffff,28
89489e36363ffff,3
89489e36367ffff,2
89489e3636bffff,10
89489e3636fffff,8
89489e36377ffff,4
89489e3638bffff,5
89489e36393ffff,1
89489e3639bffff,2
89489e363afffff,1
89489e363b3ffff,1
89489e363b7ffff,1
89489e363c3ffff,11
89489e363cbffff,27
89489e363cfffff,40
89489e363d3ffff,35
89489e363d7ffff,2
89489e363dbffff,12
89489e36403ffff,7
89489e36407ffff,3
89489e3640bffff,28
89489e3640fffff,6
89489e36413ffff,3
89489e36417ffff,7
89489e3641bffff,2
89489e36423ffff,6
89489e36427ffff,11
89489e3642bffff,12
89489e3642fffff,6
89489e36433ffff,25
89489e36437ffff,8
89489e3643bffff,26
89489e36443ffff,35
89489e36447ffff,12
89489e3644bffff,86
89489e3644fffff,31
89489e36453ffff,11
89489e36457ffff,7
89489e3645bffff,101
89489e36463ffff,6
89489e36467ffff,21
89489e3646bffff,14
89489e3646fffff,6
89489e36473ffff,34
89489e36477ffff,6
89489e3647bffff,16
89489e36483ffff,1
89489e36487ffff,6
89489e3648bffff,6
89489e3648fffff,1
89489e36493ffff,2
89489e36497ffff,2
89489e3649bffff,5
89489e364a3ffff,8
89489e364a7ffff,11
89489e364abffff,5
89489e364afffff,104
89489e364b3ffff,5
89489e364b7ffff,1
89489e364bbffff,4
89489e364c3ffff,1
89489e364c7ffff,2
89489e364cbffff,65
89489e364cfffff,5
89489e364d7ffff,28
89489e364dbffff,7
89489e36503ffff,1
89489e36507ffff,4
89489e36513ffff,1
89489e3651bffff,8
89489e36527ffff,33
89489e3652bffff,2
89489e36533ffff,17
89489e3653bffff,8
89489e36543ffff,4
89489e36547ffff,5
89489e3654bffff,5
89489e3654fffff,4
89489e36553ffff,9
89489e36557ffff,3
89489e3655bffff,21
89489e36583ffff,3
89489e36587ffff,2
89489e36593ffff,6
89489e36597ffff,12
89489e3659bffff,3
89489e365a3ffff,3
89489e365a7ffff,3
89489e365abffff,7
89489e365afffff,2
89489e365b3ffff,9
89489e365b7ffff,10
89489e365bbffff,1
89489e365c3ffff,2
89489e365cbffff,10
89489e365cfffff,7
89489e365d3ffff,16
89489e365d7ffff,14
89489e365dbffff,2
89489e36603ffff,35
89489e36607ffff,23
89489e3660bffff,10
89489e3660fffff,5
89489e36613ffff,79
89489e36617ffff,57
89489e3661bffff,129
89489e36623ffff,33
89489e36627ffff,6
89489e3662bffff,16
89489e3662fffff,15
89489e36633ffff,25
89489e36637ffff,9
89489e3663bffff,14
89489e36643ffff,7
89489e36647ffff,14
89489e3664bffff,23
89489e3664fffff,18
89489e36653ffff,2
89489e3665bffff,21
89489e36663ffff,8
89489e36667ffff,9
89489e3666bffff,118
89489e3666fffff,11
89489e36673ffff,14
89489e36677ffff,51
89489e3667bffff,79
89489e36683ffff,24
89489e36687ffff,40
89489e3668bffff,3
89489e3668fffff,7
89489e36693ffff,34
89489e36697ffff,58
89489e3669bffff,5
89489e366a3ffff,36
89489e366a7ffff,13
89489e366abffff,50
89489e366afffff,64
89489e366b3ffff,21
89489e366b7ffff,23
89489e366bbffff,43
89489e366c3ffff,43
89489e366c7ffff,34
89489e366cbffff,30
89489e366cfffff,91
89489e366d3ffff,24
89489e366d7ffff,22
89489e366dbffff,2
89489e36807ffff,1
89489e3680bffff,1
89489e3680fffff,6
89489e36823ffff,1
89489e36827ffff,1
89489e36833ffff,2
89489e3683bffff,1
89489e3684bffff,6
89489e3685bffff,2
89489e36863ffff,3
89489e3686fffff,2
89489e36873ffff,3
89489e36877ffff,3
89489e3689bffff,1
89489e368a3ffff,1
89489e36907ffff,1
89489e36a43ffff,1
89489e36a83ffff,1
89489e36a87ffff,1
89489e36a8fffff,1
89489e36a93ffff,2
89489e36a97ffff,3
89489e36a9bffff,2
89489e36aa3ffff,1
89489e36aa7ffff,1
89489e36ad3ffff,5
89489e36adbffff,4
89489e36b1bffff,6
89489e36bc3ffff,1
89489e36bcfffff,2
89489e36bd3ffff,1
89489e36bd7ffff,2
89489e36c03ffff,1
89489e36c07ffff,2
89489e36c17ffff,11
89489e36c2bffff,1
89489e36c3bffff,1
89489e36c43ffff,1
89489e36c47ffff,1
89489e36c4fffff,2
89489e36c53ffff,1
89489e36c5bffff,2
89489e36c77ffff,3
89489e36c7bffff,2
89489e36c87ffff,3
89489e36c8bffff,3
89489e36c8fffff,1
89489e36c97ffff,1
89489e36ca3ffff,2
89489e36cb3ffff,2
89489e36ccbffff,3
89489e36d83ffff,1
89489e36d9bffff,3
89489e36dcfffff,3
89489e36e0bffff,1
89489e36e47ffff,11
89489e36e4bffff,2
89489e36e4fffff,3
89489e36e53ffff,1
89489e36e5bffff,4
89489e36e63ffff,1
89489e36e6bffff,2
89489e36e73ffff,1
89489e36e7bffff,2
89489e36e93ffff,1
89489e36ecfffff,7
89489e37003ffff,44
89489e37007ffff,11
89489e3700bffff,41
89489e3700fffff,54
89489e37013ffff,24
89489e37017ffff,12
89489e3701bffff,32
89489e37023ffff,109
89489e37027ffff,69
89489e3702bffff,115
89489e3702fffff,88
89489e37033ffff,51
89489e37037ffff,71
89489e3703bffff,94
89489e37043ffff,4
89489e37047ffff,84
89489e3704bffff,1
89489e3704fffff,13
89489e37057ffff,46
89489e37063ffff,37
89489e37067ffff,48
89489e3706bffff,30
89489e3706fffff,20
89489e37073ffff,78
89489e37077ffff,75
89489e3707bffff,100
89489e37083ffff,2
89489e37087ffff,10
89489e3708bffff,1
89489e3708fffff,9
89489e37097ffff,10
89489e3709bffff,15
89489e370a3ffff,22
89489e370a7ffff,17
89489e370abffff,1
89489e370afffff,47
89489e370b3ffff,3
89489e370b7ffff,117
89489e370bbffff,20
89489e370c7ffff,6
89489e370cbffff,1
89489e370dbffff,1
89489e37103ffff,18
89489e37107ffff,25
89489e3710bffff,9
89489e3710fffff,23
89489e37113ffff,41
89489e37117ffff,46
89489e3711bffff,13
89489e37123ffff,27
89489e37127ffff,25
89489e3712bffff,41
89489e3712fffff,63
89489e37133ffff,14
89489e37137ffff,52
89489e3713bffff,109
89489e37143ffff,37
89489e37147ffff,7
89489e3714bffff,25
89489e3714fffff,7
89489e37153ffff,10
89489e37157ffff,38
89489e3715bffff,42
89489e37163ffff,13
89489e37167ffff,25
89489e3716bffff,38
89489e3716fffff,11
89489e37173ffff,14
89489e37177ffff,12
89489e3717bffff,7
89489e37187ffff,8
89489e3718bffff,24
89489e3718fffff,44
89489e37193ffff,22
89489e37197ffff,2
89489e371a3ffff,80
89489e371a7ffff,17
89489e371abffff,14
89489e371afffff,65
89489e371b3ffff,24
89489e371b7ffff,69
89489e371bbffff,42
89489e371c3ffff,6
89489e371cbffff,45
89489e371cfffff,8
89489e371d3ffff,15
89489e371d7ffff,14
89489e371dbffff,34
89489e37203ffff,13
89489e37207ffff,5
89489e3720bffff,34
89489e3720fffff,9
89489e37213ffff,34
89489e37217ffff,26
89489e3721bffff,34
89489e37227ffff,3
89489e37237ffff,20
89489e37243ffff,24
89489e37247ffff,10
89489e3724bffff,3
89489e3724fffff,11
89489e37253ffff,18
89489e37257ffff,17
89489e3725bffff,3
89489e37263ffff,31
89489e37267ffff,3
89489e3726bffff,17
89489e37273ffff,1
89489e3727bffff,56
89489e37283ffff,15
89489e37287ffff,2
89489e3728bffff,20
89489e3728fffff,123
89489e37293ffff,42
89489e3729bffff,79
89489e372a3ffff,87
89489e372a7ffff,159
89489e372abffff,1
89489e372afffff,29
89489e372b3ffff,4
89489e372b7ffff,38
89489e372bbffff,15
89489e372c3ffff,58
89489e372c7ffff,35
89489e372cbffff,17
89489e372cfffff,25
89489e372d3ffff,21
89489e372d7ffff,80
89489e372dbffff,35
89489e37303ffff,3
89489e37307ffff,38
89489e3730fffff,78
89489e37313ffff,92
89489e37317ffff,11
89489e3731bffff,4
89489e37323ffff,85
89489e37327ffff,23
89489e3732bffff,41
89489e3732fffff,86
89489e37333ffff,145
89489e37337ffff,47
89489e3733bffff,25
89489e37343ffff,2
89489e3734fffff,8
89489e37353ffff,1
89489e37363ffff,36
89489e37367ffff,532
89489e3736bffff,119
89489e3736fffff,65
89489e37373ffff,21
89489e37377ffff,26
89489e3737bffff,39
89489e37383ffff,139
89489e37387ffff,425
89489e3738bffff,70
89489e3738fffff,167
89489e37393ffff,238
89489e37397ffff,52
89489e3739bffff,127
89489e373a3ffff,11
89489e373a7ffff,10
89489e373abffff,10
89489e373afffff,23
89489e373b3ffff,10
89489e373b7ffff,9
89489e373bbffff,52
89489e373c3ffff,83
89489e373c7ffff,21
89489e373cbffff,1
89489e373cfffff,22
89489e373d3ffff,139
89489e373d7ffff,61
89489e373dbffff,160
89489e37403ffff,27
89489e37407ffff,3
89489e37413ffff,60
89489e37417ffff,93
89489e3741bffff,61
89489e37427ffff,10
89489e37433ffff,36
89489e37437ffff,1
89489e37443ffff,2
89489e3744fffff,1
89489e37467ffff,9
89489e3746fffff,1
89489e37483ffff,43
89489e37487ffff,61
89489e3748bffff,39
89489e3748fffff,27
89489e37493ffff,15
89489e37497ffff,45
89489e3749bffff,12
89489e374a3ffff,21
89489e374a7ffff,1
89489e374afffff,1
89489e374b3ffff,62
89489e374b7ffff,68
89489e374bbffff,7
89489e374c7ffff,15
89489e374d7ffff,1
89489e37503ffff,9
89489e37507ffff,3
89489e3750bffff,4
89489e37517ffff,1
89489e37527ffff,53
89489e3752bffff,6
89489e3752fffff,6
89489e37533ffff,3
89489e3753bffff,4
89489e37543ffff,4
89489e37547ffff,3
89489e3754bffff,17
89489e3754fffff,7
89489e37557ffff,1
89489e37563ffff,2
89489e37567ffff,58
89489e3756bffff,34
89489e3756fffff,3
89489e37573ffff,4
89489e3757bffff,21
89489e37583ffff,2
89489e37587ffff,9
89489e3758fffff,1
89489e37593ffff,5
89489e37597ffff,9
89489e3759bffff,69
89489e375a3ffff,11
89489e375a7ffff,126
89489e375abffff,3
89489e375afffff,22
89489e375b3ffff,21
89489e375b7ffff,75
89489e375bbffff,8
89489e375d3ffff,1
89489e3760bffff,2
89489e3762bffff,16
89489e37633ffff,5
89489e3763bffff,3
89489e3764bffff,2
89489e37663ffff,7
89489e37667ffff,12
89489e3766bffff,11
89489e3766fffff,25
89489e37673ffff,35
89489e37677ffff,9
89489e3767bffff,15
89489e3768bffff,1
89489e376abffff,31
89489e376afffff,3
89489e376b3ffff,1
89489e376c3ffff,14
89489e376cbffff,17
89489e376d3ffff,19
89489e376dbffff,24
89489eac06fffff,1
89489eac10bffff,7
89489eac10fffff,6
89489eac11bffff,1
89489eac143ffff,1
89489eac14bffff,1
89489eac15bffff,23
89489eac1d7ffff,2
89489eac227ffff,5
89489eac22fffff,6
89489eac267ffff,5
89489eac26fffff,12
89489eac277ffff,2
89489eac303ffff,3
89489eac307ffff,2
89489eac30fffff,1
89489eac313ffff,2
89489eac31bffff,1
89489eac323ffff,19
89489eac32bffff,4
89489eac32fffff,64
89489eac333ffff,3
89489eac337ffff,1
89489eac33bffff,10
89489eac343ffff,3
89489eac34fffff,2
89489eac35bffff,4
89489eac367ffff,1
89489eac36bffff,3
89489eac383ffff,1
89489eac38bffff,5
89489eac38fffff,25
89489eac397ffff,11
89489eac3a3ffff,3
89489eac3a7ffff,27
89489eac3abffff,4
89489eac3afffff,1
89489eac3b3ffff,4
89489eac3bbffff,2
89489eac3cbffff,6
89489eac803ffff,13
89489eac807ffff,5
