h3,noise_311
89489e254d3ffff,22
89489e254d7ffff,3
89489e254dbffff,8
89489e25503ffff,31
89489e25507ffff,23
89489e2550bffff,2
89489e2550fffff,7
89489e25513ffff,35
89489e25517ffff,13
89489e2551bffff,2
89489e25523ffff,1
89489e25527ffff,1
89489e2553bffff,11
89489e25543ffff,2
89489e25547ffff,4
89489e2554bffff,2
89489e2554fffff,1
89489e25553ffff,1
89489e25557ffff,1
89489e2555bffff,5
89489e25563ffff,5
89489e25573ffff,4
89489e2557bffff,1
89489e2558bffff,5
89489e2558fffff,40
89489e25597ffff,3
89489e2559bffff,46
89489e255a3ffff,1
89489e255bbffff,2
89489e255c3ffff,8
89489e255c7ffff,12
89489e255cbffff,16
89489e255cfffff,1
89489e255d3ffff,12
89489e255d7ffff,8
89489e255dbffff,6
89489e25623ffff,26
89489e25627ffff,3
89489e2562bffff,3
89489e2562fffff,8
89489e25633ffff,28
89489e25637ffff,3
89489e25647ffff,2
89489e25683ffff,2
89489e25687ffff,5
89489e25693ffff,3
89489e2569bffff,2
89489e256b7ffff,1
89489e256c7ffff,2
89489e256d3ffff,1
89489e256d7ffff,2
89489e259a3ffff,1
89489e259b7ffff,1
89489e25a43ffff,1
89489e25b2bffff,1
89489e25d03ffff,1
89489e25d17ffff,3
89489e25dbbffff,1
89489e25e1bffff,3
89489e25e8fffff,2
89489e25e9bffff,1
89489e25ec3ffff,2
89489e25ed3ffff,1
89489e2601bffff,10
89489e26043ffff,243
89489e26047ffff,8
89489e2604bffff,8
89489e2604fffff,22
89489e26057ffff,8
89489e2605bffff,7
89489e26063ffff,3
89489e2606bffff,2
89489e2606fffff,10
89489e2607bffff,18
89489e2608fffff,1
89489e26097ffff,20
89489e260c3ffff,1
89489e260cbffff,2
89489e26183ffff,1
89489e26187ffff,3
89489e26193ffff,1
89489e26197ffff,1
89489e26203ffff,4
89489e26207ffff,2
89489e2620bffff,15
89489e2620fffff,11
89489e26217ffff,1
89489e2621bffff,3
89489e26223ffff,1
89489e26227ffff,3
89489e2622bffff,3
89489e2622fffff,12
89489e2623bffff,6
89489e26243ffff,5
89489e26247ffff,3
89489e2624bffff,1
89489e26253ffff,32
89489e26257ffff,21
89489e2625bffff,8
89489e26263ffff,6
89489e26267ffff,34
89489e2626bffff,17
89489e2626fffff,2
89489e26273ffff,6
89489e26277ffff,7
89489e2627bffff,1
89489e26283ffff,4
89489e26287ffff,2
89489e2628bffff,3
89489e2628fffff,4
89489e262a3ffff,2
89489e262a7ffff,4
89489e262abffff,30
89489e262b3ffff,5
89489e262b7ffff,3
89489e262bbffff,2
89489e262c3ffff,3
89489e262c7ffff,11
89489e262cbffff,7
89489e262cfffff,1
89489e262d7ffff,17
89489e262dbffff,3
89489e2631bffff,3
89489e26327ffff,1
89489e2633bffff,2
89489e26343ffff,1
89489e26347ffff,21
89489e2634bffff,1
89489e26357ffff,1
89489e2635bffff,1
89489e26363ffff,1
89489e2636bffff,1
89489e26373ffff,2
89489e26383ffff,4
89489e2639bffff,1
89489e263c3ffff,1
89489e263c7ffff,3
89489e263cfffff,7
89489e263d7ffff,1
89489e26403ffff,1
89489e26407ffff,3
89489e2641bffff,2
89489e26423ffff,39
89489e26427ffff,68
89489e2642bffff,1
89489e2642fffff,4
89489e26433ffff,2
89489e26437ffff,20
89489e26443ffff,6
89489e26447ffff,1
89489e2644bffff,1
89489e2644fffff,1
89489e26453ffff,4
89489e26457ffff,1
89489e2645bffff,5
89489e26467ffff,2
89489e2646fffff,1
89489e2647bffff,1
89489e26487ffff,13
89489e2648fffff,3
89489e26493ffff,11
89489e26497ffff,2
89489e2649bffff,1
89489e264a3ffff,4
89489e264a7ffff,10
89489e264abffff,2
89489e264afffff,6
89489e264b3ffff,7
89489e264b7ffff,7
89489e264bbffff,7
89489e264c3ffff,1
89489e264cbffff,2
89489e264d3ffff,6
89489e264d7ffff,1
89489e264dbffff,2
89489e26503ffff,2
89489e2650bffff,2
89489e2650fffff,6
89489e2652bffff,17
89489e26533ffff,1
89489e26543ffff,6
89489e26547ffff,2
89489e2654bffff,1
89489e2654fffff,3
89489e26553ffff,15
89489e26557ffff,3
89489e2655bffff,18
89489e26577ffff,1
89489e26583ffff,2
89489e2658bffff,3
89489e265b3ffff,1
89489e265bbffff,1
89489e265cbffff,3
89489e265cfffff,1
89489e265d3ffff,31
89489e265dbffff,1
89489e26603ffff,3
89489e26607ffff,5
89489e2660bffff,1
89489e26613ffff,1
89489e2661bffff,6
89489e26623ffff,12
89489e2662bffff,10
89489e26633ffff,7
89489e26637ffff,5
89489e2663bffff,5
89489e26643ffff,13
89489e26647ffff,6
89489e2664bffff,46
89489e2664fffff,4
89489e26653ffff,8
89489e26657ffff,4
89489e26663ffff,1
89489e26667ffff,2
89489e2666bffff,9
89489e26673ffff,1
89489e26677ffff,1
89489e2667bffff,1
89489e26683ffff,8
89489e2669bffff,30
89489e266a3ffff,4
89489e266a7ffff,5
89489e266abffff,1
89489e266b3ffff,2
89489e266b7ffff,1
89489e266bbffff,1
89489e266c3ffff,1
89489e266c7ffff,1
89489e266cbffff,6
89489e266cfffff,11
89489e266d3ffff,11
89489e266d7ffff,12
89489e266dbffff,1
89489e26813ffff,3
89489e26817ffff,2
89489e2681bffff,1
89489e26837ffff,1
89489e2683bffff,1
89489e26843ffff,1
89489e26847ffff,4
89489e2684bffff,1
89489e26863ffff,1
89489e26867ffff,9
89489e2686bffff,8
89489e2686fffff,2
89489e2687bffff,1
89489e26883ffff,1
89489e268a3ffff,1
89489e268a7ffff,1
89489e268abffff,1
89489e268afffff,2
89489e268b3ffff,1
89489e268bbffff,1
89489e268c3ffff,2
89489e268cbffff,1
89489e26943ffff,66
89489e26947ffff,5
89489e2694bffff,7
89489e2694fffff,1
89489e2695bffff,7
89489e26973ffff,1
89489e269d7ffff,2
89489e269dbffff,2
89489e26a03ffff,14
89489e26a07ffff,7
89489e26a0bffff,9
89489e26a13ffff,5
89489e26a17ffff,1
89489e26a1bffff,1
89489e26a23ffff,12
89489e26a27ffff,166
89489e26a2bffff,3
89489e26a2fffff,5
89489e26a37ffff,50
89489e26a3bffff,2
89489e26a43ffff,24
89489e26a47ffff,2
89489e26a4bffff,8
89489e26a4fffff,17
89489e26a53ffff,3
89489e26a57ffff,1
89489e26a5bffff,201
89489e26a67ffff,5
89489e26a73ffff,52
89489e26a77ffff,2
89489e26a7bffff,10
89489e26a8fffff,3
89489e26a93ffff,4
89489e26aa3ffff,2
89489e26aa7ffff,6
89489e26aabffff,1
89489e26aafffff,11
89489e26ab3ffff,11
89489e26ab7ffff,1
89489e26abbffff,3
89489e26ac3ffff,18
89489e26acbffff,10
89489e26acfffff,22
89489e26ad3ffff,5
89489e26ad7ffff,3
89489e26adbffff,3
89489e26b03ffff,2
89489e26b07ffff,3
89489e26b0bffff,43
89489e26b0fffff,1
89489e26b13ffff,7
89489e26b17ffff,9
89489e26b1bffff,2
89489e26b2bffff,15
89489e26b43ffff,6
89489e26b47ffff,2
89489e26b4bffff,5
89489e26b53ffff,9
89489e26b57ffff,19
89489e26b5bffff,37
89489e26b63ffff,1
89489e26b67ffff,7
89489e26b6fffff,2
89489e26b73ffff,4
89489e26b77ffff,34
89489e26b87ffff,4
89489e26b8bffff,38
89489e26b8fffff,11
89489e26b97ffff,3
89489e26b9bffff,4
89489e26ba3ffff,4
89489e26babffff,6
89489e26bb3ffff,3
89489e26bb7ffff,12
89489e26bbbffff,2
89489e26bc3ffff,4
89489e26bc7ffff,28
89489e26bcbffff,11
89489e26bcfffff,6
89489e26bd3ffff,1
89489e26bd7ffff,2
89489e26bdbffff,4
89489e26c6fffff,1
89489e26d03ffff,6
89489e26d07ffff,34
89489e26d17ffff,8
89489e26d2bffff,23
89489e26d3bffff,17
89489e26d67ffff,22
89489e26d6bffff,1
89489e26d77ffff,1
89489e26d7bffff,2
89489e26d83ffff,9
89489e26d97ffff,55
89489e26d9bffff,1
89489e26dabffff,9
89489e26dbbffff,63
89489e26e07ffff,1
89489e26e0fffff,1
89489e26e13ffff,3
89489e26e23ffff,1
89489e26e27ffff,2
89489e26e2bffff,1
89489e26e2fffff,1
89489e26e3bffff,1
89489e26e43ffff,3
89489e26e4bffff,2
89489e26e6bffff,2
89489e26e77ffff,1
89489e26e7bffff,1
89489e26e8bffff,1
89489e26e8fffff,1
89489e26ea3ffff,5
89489e26ea7ffff,1
89489e26eb7ffff,1
89489e26ec7ffff,1
89489e26ecbffff,2
89489e27003ffff,29
89489e27007ffff,16
89489e2700bffff,37
89489e2700fffff,47
89489e27013ffff,22
89489e27017ffff,80
89489e2701bffff,26
89489e27023ffff,18
89489e27027ffff,4
89489e2702bffff,247
89489e2702fffff,26
89489e27033ffff,9
89489e27037ffff,2
89489e2703bffff,46
89489e27043ffff,1
89489e27047ffff,5
89489e2704bffff,11
89489e2704fffff,2
89489e27053ffff,7
89489e27057ffff,42
89489e2705bffff,9
89489e27063ffff,4
89489e27067ffff,76
89489e2706bffff,8
89489e2706fffff,11
89489e27073ffff,9
89489e27077ffff,27
89489e2707bffff,7
89489e27083ffff,11
89489e27087ffff,153
89489e2708bffff,22
89489e2708fffff,136
89489e27093ffff,24
89489e27097ffff,59
89489e2709bffff,13
89489e270a3ffff,1
89489e270a7ffff,7
89489e270afffff,1
89489e270b7ffff,1
89489e270bbffff,73
89489e270c3ffff,28
89489e270c7ffff,12
89489e270cbffff,17
89489e270cfffff,63
89489e270d3ffff,98
89489e270d7ffff,25
89489e270dbffff,57
89489e27103ffff,202
89489e27107ffff,12
89489e2710bffff,86
89489e2710fffff,13
89489e27113ffff,39
89489e27117ffff,37
89489e2711bffff,20
89489e27123ffff,1
89489e27127ffff,10
89489e2712fffff,26
89489e27137ffff,4
89489e2713bffff,1
89489e27147ffff,13
89489e2714bffff,6
89489e2714fffff,79
89489e27153ffff,3
89489e27157ffff,2
89489e27163ffff,6
89489e27167ffff,21
89489e2716bffff,80
89489e2716fffff,1
89489e27173ffff,3
89489e2717bffff,9
89489e27183ffff,15
89489e27187ffff,4
89489e2718bffff,25
89489e2718fffff,51
89489e27197ffff,4
89489e2719bffff,1
89489e271a3ffff,1
89489e271a7ffff,4
89489e271b3ffff,1
89489e271bbffff,4
89489e271c3ffff,15
89489e271c7ffff,71
89489e271cfffff,94
89489e271d3ffff,23
89489e271d7ffff,3
89489e271dbffff,3
89489e27203ffff,2
89489e27207ffff,30
89489e2720bffff,16
89489e27213ffff,10
89489e27217ffff,3
89489e27223ffff,2
89489e27227ffff,22
89489e2722bffff,5
89489e2722fffff,7
89489e27237ffff,8
89489e2723bffff,4
89489e27243ffff,10
89489e27247ffff,34
89489e2724bffff,27
89489e2724fffff,4
89489e27253ffff,21
89489e27257ffff,45
89489e27263ffff,2
89489e27267ffff,6
89489e2726bffff,6
89489e2726fffff,7
89489e27273ffff,4
89489e27277ffff,2
89489e2727bffff,1
89489e27283ffff,48
89489e27287ffff,89
89489e2728bffff,5
89489e2728fffff,14
89489e27293ffff,3
89489e27297ffff,49
89489e272a7ffff,8
89489e272b3ffff,3
89489e272b7ffff,42
89489e272c3ffff,1
89489e272c7ffff,2
89489e272cbffff,2
89489e272d3ffff,9
89489e272d7ffff,2
89489e272dbffff,10
89489e27303ffff,64
89489e27307ffff,111
89489e2730bffff,75
89489e2730fffff,410
89489e27313ffff,32
89489e27317ffff,11
89489e2731bffff,24
89489e27323ffff,7
89489e2732bffff,5
89489e2732fffff,8
89489e27333ffff,5
89489e27337ffff,1
89489e2733bffff,28
89489e27343ffff,1
89489e27347ffff,29
89489e2734bffff,1
89489e2734fffff,4
89489e27357ffff,9
89489e2735bffff,1
89489e27363ffff,19
89489e27367ffff,6
89489e2736bffff,6
89489e2736fffff,24
89489e27373ffff,29
89489e27377ffff,82
89489e2737bffff,8
89489e27383ffff,62
89489e2738bffff,99
89489e27393ffff,70
89489e27397ffff,4
89489e2739bffff,17
89489e273a3ffff,2
89489e273a7ffff,1
89489e273abffff,1
89489e273afffff,40
89489e273b7ffff,9
89489e273c7ffff,9
89489e273cfffff,1
89489e273d3ffff,5
89489e273d7ffff,3
89489e27403ffff,7
89489e27407ffff,17
89489e2740bffff,82
89489e2740fffff,73
89489e27413ffff,13
89489e27417ffff,51
89489e2741bffff,16
89489e27423ffff,35
89489e27427ffff,185
89489e2742bffff,26
89489e2742fffff,53
89489e27433ffff,31
89489e27437ffff,189
89489e2743bffff,12
89489e27443ffff,64
89489e27447ffff,22
89489e2744bffff,83
89489e2744fffff,58
89489e27453ffff,20
89489e27457ffff,35
89489e2745bffff,21
89489e27463ffff,152
89489e27467ffff,8
89489e2746bffff,232
89489e2746fffff,82
89489e27473ffff,110
89489e27477ffff,43
89489e2747bffff,450
89489e27483ffff,23
89489e27487ffff,78
89489e2748bffff,31
89489e2748fffff,52
89489e27493ffff,13
89489e27497ffff,47
89489e2749bffff,54
89489e274a3ffff,33
89489e274a7ffff,34
89489e274abffff,34
89489e274afffff,171
89489e274b3ffff,39
89489e274b7ffff,48
89489e274bbffff,59
89489e274c3ffff,64
89489e274c7ffff,96
89489e274cbffff,42
89489e274cfffff,79
89489e274d3ffff,74
89489e274d7ffff,232
89489e274dbffff,13
89489e27513ffff,7
89489e27517ffff,5
89489e2751bffff,7
89489e27527ffff,3
89489e27537ffff,1
89489e27543ffff,2
89489e27547ffff,1
89489e2754bffff,120
89489e2754fffff,18
89489e27553ffff,1
89489e2755bffff,3
89489e27563ffff,7
89489e27567ffff,1
89489e2756bffff,12
89489e2756fffff,6
89489e27573ffff,1
89489e2757bffff,8
89489e27583ffff,1
89489e27587ffff,3
89489e2758bffff,23
89489e2758fffff,31
89489e27593ffff,16
89489e27597ffff,1
89489e2759bffff,50
89489e275a7ffff,3
89489e275afffff,1
89489e275b3ffff,3
89489e275b7ffff,6
89489e275bbffff,4
89489e275c3ffff,8
89489e275c7ffff,12
89489e275cbffff,83
89489e275cfffff,5
89489e275d3ffff,119
89489e275d7ffff,17
89489e275dbffff,15
89489e27603ffff,2
89489e27607ffff,30
89489e2760bffff,4
89489e2760fffff,2
89489e27613ffff,8
89489e27617ffff,36
89489e27623ffff,22
89489e27627ffff,1
89489e2762bffff,9
89489e2762fffff,34
89489e27633ffff,35
89489e27637ffff,4
89489e2763bffff,1
89489e27643ffff,18
89489e27647ffff,132
89489e2764bffff,28
89489e2764fffff,23
89489e27653ffff,11
89489e27657ffff,24
89489e2765bffff,27
89489e27663ffff,3
89489e27667ffff,8
89489e2766bffff,20
89489e2766fffff,13
89489e27673ffff,5
89489e27677ffff,51
89489e2767bffff,120
89489e27683ffff,5
89489e27687ffff,82
89489e2768bffff,13
89489e2768fffff,24
89489e27693ffff,47
89489e27697ffff,33
89489e2769bffff,12
89489e276a3ffff,66
89489e276a7ffff,14
89489e276abffff,65
89489e276afffff,128
89489e276b3ffff,12
89489e276b7ffff,46
89489e276bbffff,41
89489e276c3ffff,20
89489e276c7ffff,7
89489e276cbffff,3
89489e276cfffff,3
89489e276d3ffff,143
89489e276d7ffff,13
89489e276dbffff,20
89489e2a2b3ffff,5
89489e2ad97ffff,2
89489e2c0cfffff,1
89489e2c503ffff,1
89489e2c513ffff,31
89489e2c6d7ffff,2
89489e2cc33ffff,1
89489e2e18fffff,2
89489e2e1dbffff,1
89489e2e27bffff,1
89489e2e5d7ffff,1
89489e2e9cbffff,1
89489e2ed07ffff,12
89489e2ee2fffff,1
89489e2f0afffff,2
89489e2f13bffff,3
89489e2f1b7ffff,1
89489e30003ffff,3
89489e30007ffff,1
89489e3000bffff,15
89489e3000fffff,8
89489e30013ffff,25
89489e30017ffff,14
89489e3001bffff,15
89489e30037ffff,1
89489e30043ffff,1
89489e30053ffff,1
89489e30057ffff,20
89489e30073ffff,1
89489e30077ffff,8
89489e30083ffff,14
89489e30087ffff,15
89489e3008bffff,10
89489e3008fffff,37
89489e30097ffff,15
89489e300a3ffff,2
89489e300a7ffff,17
89489e300abffff,4
89489e300afffff,12
89489e300b3ffff,21
89489e300b7ffff,5
89489e300c7ffff,14
89489e300cfffff,17
89489e30547ffff,1
89489e3054bffff,25
89489e3054fffff,22
89489e30553ffff,1
89489e30557ffff,11
89489e30583ffff,1
89489e30587ffff,3
89489e3058fffff,1
89489e305c7ffff,3
89489e305cbffff,3
89489e305cfffff,2
89489e30807ffff,2
89489e30897ffff,1
89489e308a3ffff,9
89489e308afffff,5
89489e308b3ffff,20
89489e308b7ffff,15
89489e308bbffff,7
89489e30917ffff,11
89489e30927ffff,5
89489e3092fffff,1
89489e30983ffff,40
89489e30987ffff,26
89489e3098bffff,2
89489e30993ffff,2
89489e30997ffff,13
89489e309a7ffff,15
89489e309afffff,4
89489e309b3ffff,19
89489e309b7ffff,8
89489e309bbffff,2
89489e309d3ffff,1
89489e30a9bffff,1
89489e30aabffff,1
89489e30c23ffff,1
89489e30c2fffff,1
89489e30c67ffff,3
89489e30c7bffff,8
89489e30cabffff,3
89489e30d07ffff,4
89489e30d17ffff,3
89489e30d23ffff,1
89489e30d2fffff,1
89489e30d33ffff,1
89489e30d37ffff,46
89489e30d3bffff,2
89489e30d4fffff,4
89489e30d63ffff,2
89489e30d67ffff,1
89489e30d6bffff,1
89489e30d7bffff,6
89489e30d87ffff,5
89489e30d8fffff,12
89489e30da3ffff,4
89489e30da7ffff,34
89489e30dabffff,7
89489e30dafffff,32
89489e30dbbffff,1
89489e30e0fffff,1
89489e30e17ffff,1
89489e30e67ffff,1
89489e30e73ffff,2
89489e30e83ffff,6
89489e30e87ffff,14
89489e30e8bffff,7
89489e30e8fffff,2
89489e30e97ffff,2
89489e30eb3ffff,4
89489e30eb7ffff,1
89489e30ec3ffff,1
89489e30ec7ffff,8
89489e30ed7ffff,1
89489e31027ffff,1
89489e3104bffff,1
89489e31297ffff,4
89489e31803ffff,5
89489e31807ffff,3
89489e3180fffff,1
89489e31817ffff,1
89489e3182fffff,2
89489e31867ffff,2
89489e318afffff,1
89489e31a6fffff,1
89489e31aa3ffff,2
89489e31b23ffff,1
89489e31b2fffff,5
89489e31b47ffff,1
89489e31b6bffff,7
89489e31b73ffff,1
89489e31b7bffff,40
89489e31b83ffff,2
89489e31bd3ffff,14
89489e31bd7ffff,1
89489e32137ffff,1
89489e321afffff,1
89489e32237ffff,1
89489e32353ffff,1
89489e323c3ffff,6
89489e323c7ffff,20
89489e323cfffff,1
89489e323dbffff,1
89489e325dbffff,1
89489e3280fffff,1
89489e32817ffff,1
89489e32823ffff,2
89489e32827ffff,2
89489e3282bffff,20
89489e3282fffff,30
89489e32833ffff,14
89489e3283bffff,1
89489e32867ffff,70
89489e3288bffff,14
89489e32893ffff,3
89489e32897ffff,11
89489e328a3ffff,2
89489e328abffff,2
89489e328afffff,8
89489e328b3ffff,1
89489e328d7ffff,1
89489e32907ffff,1
89489e3290bffff,1
89489e3294bffff,1
89489e32957ffff,7
89489e32963ffff,1
89489e32967ffff,1
89489e3296bffff,1
89489e3296fffff,19
89489e32b27ffff,4
89489e32b2bffff,2
89489e32b2fffff,1
89489e32b33ffff,13
89489e32b37ffff,19
89489e32b77ffff,1
89489e32b83ffff,6
89489e32b87ffff,1
89489e32b8bffff,3
89489e32b93ffff,2
89489e32b9bffff,4
89489e32ba3ffff,16
89489e32ba7ffff,6
89489e32bafffff,21
89489e32bb3ffff,3
89489e32bb7ffff,4
89489e32c2fffff,1
89489e32c6fffff,3
89489e32d13ffff,5
89489e32d37ffff,1
89489e32d87ffff,1
89489e32d8fffff,2
89489e32d93ffff,6
89489e32d97ffff,2
89489e32da3ffff,1
89489e32da7ffff,3
89489e32dabffff,2
89489e32db7ffff,3
89489e32dc7ffff,1
89489e32e8fffff,1
89489e32e93ffff,1
89489e331d7ffff,1
89489e34003ffff,12
89489e34007ffff,5
89489e3400bffff,2
89489e3400fffff,3
89489e34013ffff,3
89489e34017ffff,12
89489e3401bffff,68
89489e34023ffff,6
89489e34027ffff,1
89489e3402bffff,3
89489e3402fffff,9
89489e34033ffff,16
89489e34037ffff,20
89489e3403bffff,11
89489e34043ffff,19
89489e34047ffff,22
89489e3404bffff,26
89489e3404fffff,23
89489e34053ffff,54
89489e34057ffff,37
89489e3405bffff,32
89489e34063ffff,33
89489e34067ffff,15
89489e3406bffff,7
89489e3406fffff,3
89489e34073ffff,10
89489e34077ffff,18
89489e3407bffff,29
89489e34083ffff,11
89489e34087ffff,5
89489e3408bffff,9
89489e34093ffff,82
89489e34097ffff,5
89489e3409bffff,207
89489e340a7ffff,9
89489e340abffff,7
89489e340b3ffff,3
89489e340bbffff,1
89489e340c3ffff,1
89489e340c7ffff,2
89489e340cbffff,14
89489e340cfffff,70
89489e340d3ffff,70
89489e340d7ffff,29
89489e340dbffff,7
89489e3410bffff,1
89489e34123ffff,1
89489e34143ffff,1
89489e34147ffff,7
89489e3414bffff,14
89489e3414fffff,7
89489e3415bffff,3
89489e34163ffff,1
89489e34167ffff,1
89489e3416bffff,11
89489e3416fffff,3
89489e34173ffff,29
89489e34177ffff,3
89489e3417bffff,2
89489e3418bffff,1
89489e3418fffff,1
89489e3419bffff,1
89489e341a3ffff,1
89489e341cfffff,1
89489e341d3ffff,16
89489e341d7ffff,4
89489e34203ffff,119
89489e34207ffff,985
89489e3420bffff,23
89489e3420fffff,317
89489e34213ffff,61
89489e34217ffff,604
89489e3421bffff,4
89489e34223ffff,137
89489e34227ffff,4
89489e3422bffff,844
89489e3422fffff,146
89489e34233ffff,1396
89489e34237ffff,180
89489e3423bffff,706
89489e34243ffff,23
89489e34247ffff,3
89489e3424bffff,8
89489e3424fffff,131
89489e34253ffff,13
89489e34257ffff,16
89489e3425bffff,1
89489e34263ffff,463
89489e34267ffff,117
89489e3426bffff,77
89489e3426fffff,50
89489e34273ffff,3
89489e34277ffff,314
89489e3427bffff,226
89489e34283ffff,5
89489e34287ffff,11
89489e3428bffff,11
89489e3428fffff,52
89489e34293ffff,22
89489e34297ffff,21
89489e3429bffff,8
89489e342a3ffff,82
89489e342a7ffff,2
89489e342abffff,458
89489e342afffff,181
89489e342b3ffff,15
89489e342b7ffff,4
89489e342bbffff,63
89489e342c3ffff,2
89489e342c7ffff,26
89489e342cbffff,2
89489e342cfffff,4
89489e342d3ffff,12
89489e342d7ffff,3
89489e342dbffff,4
89489e34303ffff,20
89489e34307ffff,6
89489e3430bffff,11
89489e3430fffff,3
89489e34313ffff,2
89489e34317ffff,4
89489e3431bffff,7
89489e34323ffff,1
89489e3432bffff,1
89489e34333ffff,3
89489e34337ffff,11
89489e34343ffff,7
89489e34347ffff,11
89489e3434fffff,1
89489e34353ffff,3
89489e34357ffff,3
89489e3435bffff,2
89489e34363ffff,1
89489e34367ffff,1
89489e3436bffff,6
89489e34373ffff,1
89489e3437bffff,4
89489e34383ffff,4
89489e34387ffff,1
89489e3438bffff,8
89489e3438fffff,2
89489e34393ffff,12
89489e34397ffff,15
89489e3439bffff,9
89489e343a3ffff,2
89489e343a7ffff,7
89489e343abffff,5
89489e343afffff,1
89489e343b3ffff,3
89489e343b7ffff,4
89489e343bbffff,6
89489e343c3ffff,3
89489e343c7ffff,11
89489e343cfffff,7
89489e343d3ffff,2
89489e343d7ffff,15
89489e34403ffff,12
89489e34407ffff,36
89489e3440bffff,79
89489e3440fffff,20
89489e34413ffff,111
89489e34417ffff,34
89489e3441bffff,9
89489e34423ffff,22
89489e3442bffff,32
89489e34433ffff,9
89489e34437ffff,3
89489e3443bffff,34
89489e34443ffff,203
89489e34447ffff,305
89489e3444bffff,19
89489e3444fffff,61
89489e34453ffff,23
89489e34457ffff,195
89489e3445bffff,68
89489e34463ffff,18
89489e34467ffff,35
89489e3446bffff,91
89489e3446fffff,45
89489e34473ffff,27
89489e34477ffff,30
89489e3447bffff,51
89489e34483ffff,34
89489e34487ffff,43
89489e3448bffff,20
89489e3448fffff,67
89489e34493ffff,9
89489e34497ffff,8
89489e3449bffff,12
89489e344a3ffff,6
89489e344a7ffff,2
89489e344abffff,17
89489e344afffff,6
89489e344b3ffff,40
89489e344b7ffff,8
89489e344bbffff,19
89489e344c3ffff,62
89489e344c7ffff,59
89489e344cbffff,39
89489e344cfffff,24
89489e344d3ffff,20
89489e344d7ffff,24
89489e344dbffff,62
89489e34503ffff,1
89489e34507ffff,2
89489e34513ffff,1
89489e34517ffff,2
89489e3451bffff,2
89489e3454bffff,4
89489e34567ffff,2
89489e34583ffff,4
89489e34587ffff,1
89489e3458bffff,2
89489e3458fffff,1
89489e34593ffff,4
89489e34597ffff,1
89489e3459bffff,9
89489e345a3ffff,5
89489e345a7ffff,1
89489e345abffff,22
89489e345b3ffff,1
89489e345b7ffff,59
89489e345bbffff,1
89489e345c3ffff,8
89489e345c7ffff,2
89489e345cbffff,2
89489e345cfffff,1
89489e345d3ffff,4
89489e345d7ffff,17
89489e345dbffff,1
89489e34603ffff,34
89489e34607ffff,130
89489e3460bffff,214
89489e3460fffff,986
89489e34613ffff,66
89489e34617ffff,171
89489e3461bffff,46
89489e34623ffff,2873
89489e34627ffff,50
89489e3462bffff,734
89489e3462fffff,19
89489e34633ffff,82
89489e34637ffff,75
89489e3463bffff,373
89489e34643ffff,54
89489e34647ffff,42
89489e3464bffff,316
89489e3464fffff,562
89489e34653ffff,69
89489e34657ffff,1147
89489e3465bffff,612
89489e34663ffff,76
89489e34667ffff,10
89489e3466bffff,400
89489e3466fffff,8
89489e34673ffff,258
89489e34677ffff,462
89489e3467bffff,265
89489e34683ffff,18
89489e34687ffff,17
89489e3468bffff,124
89489e3468fffff,80
89489e34693ffff,78
89489e34697ffff,6
89489e3469bffff,65
89489e346a3ffff,37
89489e346a7ffff,87
89489e346abffff,140
89489e346afffff,16
89489e346b3ffff,22
89489e346b7ffff,62
89489e346bbffff,23
89489e346c3ffff,4
89489e346c7ffff,7
89489e346cbffff,30
89489e346cfffff,1415
89489e346d3ffff,11
89489e346d7ffff,13
89489e346dbffff,4
89489e34803ffff,2
89489e34807ffff,7
89489e3480bffff,2
89489e3480fffff,1
89489e34813ffff,1
89489e3482fffff,2
89489e34833ffff,2
89489e3483bffff,6
89489e34863ffff,3
89489e34867ffff,3
89489e3486bffff,2
89489e3486fffff,1
89489e34873ffff,1
89489e34877ffff,8
89489e3488bffff,2
89489e34943ffff,1
89489e349bbffff,21
89489e349d3ffff,31
89489e349dbffff,1
89489e34a03ffff,2
89489e34a07ffff,3
89489e34a0bffff,1
89489e34a0fffff,4
89489e34a17ffff,1
89489e34a2bffff,10
89489e34a2fffff,4
89489e34a33ffff,1
89489e34a37ffff,2
89489e34a3bffff,15
89489e34a47ffff,3
89489e34a4fffff,8
89489e34a5bffff,1
89489e34a63ffff,18
89489e34a67ffff,2
89489e34a6bffff,5
89489e34a6fffff,1
89489e34a73ffff,1
89489e34a77ffff,3
89489e34a7bffff,1
89489e34aabffff,2
89489e34aafffff,1
89489e34acfffff,1
89489e34adbffff,2
89489e34b43ffff,3
89489e34b4bffff,3
89489e34b4fffff,1
89489e34b57ffff,12
89489e34b5bffff,1
89489e34b6fffff,1
89489e34b73ffff,3
89489e34b7bffff,8
89489e34b83ffff,2
89489e34b9bffff,2
89489e34bc7ffff,6
89489e34bcfffff,21
89489e34bd3ffff,4
89489e34bd7ffff,4
89489e34bdbffff,1
89489e34d23ffff,1
89489e34d33ffff,4
89489e34d37ffff,16
89489e34d6bffff,1
89489e34d6fffff,6
89489e34e43ffff,4
89489e34e4bffff,2
89489e34e53ffff,2
89489e34e5bffff,4
89489e34e8bffff,1
89489e34ec3ffff,1
89489e34ec7ffff,1
89489e34ecbffff,8
89489e34ed3ffff,4
89489e34ed7ffff,7
89489e34edbffff,24
89489e35003ffff,12
89489e35007ffff,3
89489e3500bffff,18
89489e3500fffff,23
89489e35013ffff,83
89489e35017ffff,8
